Configuration,Term,J,g,Prefix,Level (eV),Suffix,Uncertainty (eV),Reference
"=""2s2.2p2""","=""3P""","=""0""",1,"=""""","=""0.0000""","=""""","=""0""","=""L7147"""
"=""2s2.2p2""","=""3P""","=""1""",3,"=""""","=""0.4577""","=""""","=""""","="""""
"=""2s2.2p2""","=""3P""","=""2""",5,"=""""","=""1.1214""","=""""","=""""","="""""
"=""2s2.2p2""","=""1D""","=""2""",5,"=""""","=""7.401""","=""""","=""""","="""""
"=""2s2.2p2""","=""1S""","=""0""",1,"=""""","=""14.873""","=""""","=""""","="""""
"=""2s.2p3""","=""5S*""","=""2""",5,"=""""","=""20.797""","=""+x""","=""""","="""""
"=""2s.2p3""","=""3D*""","=""2""",5,"=""""","=""40.0718""","=""""","=""""","="""""
"=""2s.2p3""","=""3D*""","=""3""",7,"=""""","=""40.0759""","=""""","=""""","="""""
"=""2s.2p3""","=""3D*""","=""1""",3,"=""""","=""40.0985""","=""""","=""""","="""""
"=""2s.2p3""","=""3P*""","=""1""",3,"=""""","=""47.103""","=""""","=""""","="""""
"=""2s.2p3""","=""3P*""","=""0""",1,"=""""","=""47.1052""","=""""","=""""","="""""
"=""2s.2p3""","=""3P*""","=""2""",5,"=""""","=""47.1325""","=""""","=""""","="""""
"=""2s.2p3""","=""1D*""","=""2""",5,"=""""","=""60.101""","=""""","=""""","="""""
"=""2s.2p3""","=""3S*""","=""1""",3,"=""""","=""60.8257""","=""""","=""""","="""""
"=""2s.2p3""","=""1P*""","=""1""",3,"=""""","=""67.198""","=""""","=""""","="""""
"=""2p4""","=""3P""","=""2""",5,"=""""","=""92.069""","=""""","=""""","="""""
"=""2p4""","=""3P""","=""1""",3,"=""""","=""92.8655""","=""""","=""""","="""""
"=""2p4""","=""3P""","=""0""",1,"=""""","=""93.1631""","=""""","=""""","="""""
"=""2p4""","=""1D""","=""2""",5,"=""""","=""98.336""","=""""","=""""","="""""
"=""2s2.2p.3s""","=""3P*""","=""0""",1,"=""""","=""242.27""","=""?""","=""""","="""""
"=""2s2.2p.3s""","=""3P*""","=""1""",3,"=""""","=""242.55""","=""""","=""""","="""""
"=""2s2.2p.3s""","=""3P*""","=""2""",5,"=""""","=""243.47""","=""""","=""""","="""""
"=""2s2.2p.3s""","=""1P*""","=""1""",3,"=""""","=""245.10""","=""""","=""""","="""""
"=""2s.2p2.(4P).3s""","=""5P""","=""1""",3,"=""""","=""264.524""","=""+x?""","=""""","="""""
