Configuration,Term,J,g,Prefix,Level (eV),Suffix,Uncertainty (eV),Leading percentages,Reference
"=""2s2.2p""","=""2P*""","=""1/2""",2,"=""""","=""0.00000000""","=""""","=""0.00000000""","=""  95         :     4  2p3            2P*  ""","=""L12312"""
"=""2s2.2p""","=""2P*""","=""3/2""",4,"=""""","=""0.0018953""","=""""","=""0.0000004""","=""  95         :     4  2p3            2P*  ""","=""L12312"""
"=""2s.2p2""","=""4P""","=""1/2""",2,"=""""","=""3.55183""","=""+x""","=""0.00022""","="" 100                                      ""","=""L12312"""
"=""2s.2p2""","=""4P""","=""3/2""",4,"=""""","=""3.55240""","=""+x""","=""0.00022""","="" 100                                      ""","=""L12312"""
"=""2s.2p2""","=""4P""","=""5/2""",6,"=""""","=""3.55319""","=""+x""","=""0.00022""","="" 100                                      ""","=""L12312"""
"=""2s2.3s""","=""2S""","=""1/2""",2,"=""""","=""4.9642890""","=""""","=""0.0000003""","=""  95         :     5  2p2.(1S).3s    2S   ""","=""L12312"""
"=""2s.2p2""","=""2D""","=""5/2""",6,"=""""","=""5.9334881""","=""""","=""0.0000005""","=""  79         :     7  2s2.3d         2D   ""","=""L12312"""
"=""2s.2p2""","=""2D""","=""3/2""",4,"=""""","=""5.9335273""","=""""","=""0.0000005""","=""  79         :     7  2s2.3d         2D   ""","=""L12312"""
"=""2s2.3p""","=""2P*""","=""1/2""",2,"=""""","=""6.0271033""","=""""","=""0.0000004""","=""  91         :     7  2p2.(1S).3p    2P*  ""","=""L12312"""
"=""2s2.3p""","=""2P*""","=""3/2""",4,"=""""","=""6.0273243""","=""""","=""0.0000003""","=""  91         :     7  2p2.(1S).3p    2P*  ""","=""L12312"""
"=""2s2.3d""","=""2D""","=""3/2""",4,"=""""","=""6.79032869""","=""""","=""0.00000025""","=""  88         :     7  2s.2p2         2D   ""","=""L12312"""
"=""2s2.3d""","=""2D""","=""5/2""",6,"=""""","=""6.7903466""","=""""","=""0.0000004""","=""  88         :     7  2s.2p2         2D   ""","=""L12312"""
"=""2s2.4s""","=""2S""","=""1/2""",2,"=""""","=""6.8203997""","=""""","=""0.0000003""","=""  95         :     5  2p2.(1S).4s    2S   ""","=""L12312"""
"=""2s2.4p""","=""2P*""","=""1/2""",2,"=""""","=""7.1646047""","=""""","=""0.0000004""","=""  92         :     7  2p2.(1S).4p    2P*  ""","=""L12312"""
"=""2s2.4p""","=""2P*""","=""3/2""",4,"=""""","=""7.1646833""","=""""","=""0.0000004""","=""  92         :     7  2p2.(1S).4p    2P*  ""","=""L12312"""
"=""2s2.4d""","=""2D""","=""3/2""",4,"=""""","=""7.438240""","=""""","=""0.000016""","=""  93         :     5  2p2.(1S).4d    2D   ""","=""L12312"""
