Configuration,Term,J,g,Prefix,Level (eV),Suffix,Uncertainty (eV),Reference
"=""2s2.2p3""","=""4S*""","=""3/2""",4,"=""""","=""0.00000""","=""""","=""0""","=""L4995"""
"=""2s2.2p3""","=""2D*""","=""5/2""",6,"=""""","=""6.8633""","=""""","=""""","="""""
"=""2s2.2p3""","=""2D*""","=""3/2""",4,"=""""","=""6.86535""","=""""","=""""","="""""
"=""2s2.2p3""","=""2P*""","=""1/2""",2,"=""""","=""10.40475""","=""""","=""""","="""""
"=""2s2.2p3""","=""2P*""","=""3/2""",4,"=""""","=""10.41819""","=""""","=""""","="""""
"=""2s.2p4""","=""4P""","=""5/2""",6,"=""""","=""30.7416""","=""""","=""""","="""""
"=""2s.2p4""","=""4P""","=""3/2""",4,"=""""","=""30.9445""","=""""","=""""","="""""
"=""2s.2p4""","=""4P""","=""1/2""",2,"=""""","=""31.052""","=""""","=""""","="""""
"=""2s.2p4""","=""2D""","=""5/2""",6,"=""""","=""42.3717""","=""""","=""""","="""""
"=""2s.2p4""","=""2D""","=""3/2""",4,"=""""","=""42.3769""","=""""","=""""","="""""
"=""2s.2p4""","=""2S""","=""1/2""",2,"=""""","=""49.8196""","=""""","=""""","="""""
"=""2s.2p4""","=""2P""","=""3/2""",4,"=""""","=""52.717""","=""""","=""""","="""""
"=""2s.2p4""","=""2P""","=""1/2""",2,"=""""","=""52.9580""","=""""","=""""","="""""
"=""2p5""","=""2P*""","=""3/2""",4,"=""""","=""80.8212""","=""""","=""""","="""""
"=""2p5""","=""2P*""","=""1/2""",2,"=""""","=""81.1443""","=""""","=""""","="""""
"=""2s2.2p2.(3P).3s""","=""4P""","=""1/2""",2,"=""""","=""110.834""","=""""","=""""","="""""
"=""2s2.2p2.(3P).3s""","=""4P""","=""3/2""",4,"=""""","=""110.952""","=""""","=""""","="""""
"=""2s2.2p2.(3P).3s""","=""4P""","=""5/2""",6,"=""""","=""111.144""","=""""","=""""","="""""
"=""2s2.2p2.(3P).3s""","=""2P""","=""1/2""",2,"=""""","=""112.628""","=""""","=""""","="""""
"=""2s2.2p2.(3P).3s""","=""2P""","=""3/2""",4,"=""""","=""112.863""","=""""","=""""","="""""
"=""2s2.2p2.(1D).3s""","=""2D""","=""3/2""",4,"=""""","=""116.400""","=""""","=""""","="""""
"=""2s2.2p2.(1D).3s""","=""2D""","=""5/2""",6,"=""""","=""116.400""","=""""","=""""","="""""
"=""2s2.2p2.(1S).3s""","=""2S""","=""1/2""",2,"=""""","=""121.929""","=""?""","=""""","="""""
"=""2s2.2p2.(3P).3d""","=""2P""","=""3/2""",4,"=""""","=""128.951""","=""""","=""""","="""""
"=""2s2.2p2.(3P).3d""","=""2P""","=""1/2""",2,"=""""","=""129.028""","=""""","=""""","="""""
"=""2s2.2p2.(3P).3d""","=""4D""","=""7/2""",8,"=""""","=""""","=""""","=""""","="""""
"=""2s2.2p2.(3P).3d""","=""4D""","=""3/2""",4,"=""""","=""129.590""","=""?""","=""""","="""""
"=""2s2.2p2.(3P).3d""","=""4D""","=""5/2""",6,"=""""","=""129.590""","=""?""","=""""","="""""
"=""2s2.2p2.(3P).3d""","=""4D""","=""1/2""",2,"=""""","=""129.640""","=""?""","=""""","="""""
"=""2s2.2p2.(3P).3d""","=""2F""","=""5/2""",6,"=""""","=""129.740""","=""""","=""""","="""""
"=""2s2.2p2.(3P).3d""","=""2F""","=""7/2""",8,"=""""","=""129.983""","=""""","=""""","="""""
"=""2s.2p3.(5S*).3s""","=""4S*""","=""3/2""",4,"=""""","=""129.767""","=""""","=""""","="""""
"=""2s2.2p2.(3P).3d""","=""4P""","=""5/2""",6,"=""""","=""129.850""","=""""","=""""","="""""
"=""2s2.2p2.(3P).3d""","=""4P""","=""3/2""",4,"=""""","=""129.934""","=""""","=""""","="""""
"=""2s2.2p2.(3P).3d""","=""4P""","=""1/2""",2,"=""""","=""129.983""","=""""","=""""","="""""
"=""2s2.2p2.(3P).3d""","=""2D""","=""3/2""",4,"=""""","=""131.677""","=""""","=""""","="""""
"=""2s2.2p2.(3P).3d""","=""2D""","=""5/2""",6,"=""""","=""131.748""","=""""","=""""","="""""
"=""2s2.2p2.(1D).3d""","=""2F""","=""7/2""",8,"=""""","=""134.317""","=""""","=""""","="""""
"=""2s2.2p2.(1D).3d""","=""2F""","=""5/2""",6,"=""""","=""134.354""","=""""","=""""","="""""
"=""2s2.2p2.(1D).3d""","=""2D""","=""3/2""",4,"=""""","=""134.718""","=""""","=""""","="""""
"=""2s2.2p2.(1D).3d""","=""2D""","=""5/2""",6,"=""""","=""134.761""","=""""","=""""","="""""
"=""2s2.2p2.(1D).3d""","=""2P""","=""1/2""",2,"=""""","=""135.609""","=""""","=""""","="""""
"=""2s2.2p2.(1D).3d""","=""2P""","=""3/2""",4,"=""""","=""135.670""","=""""","=""""","="""""
"=""2s2.2p2.(1D).3d?""","=""2S?""","=""1/2?""",2,"=""""","=""136.281""","=""""","=""""","="""""
"=""2s.2p3.(5S*).3p""","=""4P""","=""1/2""",2,"=""""","=""136.401""","=""""","=""""","="""""
"=""2s.2p3.(5S*).3p""","=""4P""","=""3/2""",4,"=""""","=""136.401""","=""""","=""""","="""""
"=""2s.2p3.(5S*).3p""","=""4P""","=""5/2""",6,"=""""","=""136.401""","=""""","=""""","="""""
"=""2s.2p3.(3D*).3s""","=""4D*""","=""1/2""",2,"=""""","=""139.113""","=""""","=""""","="""""
"=""2s.2p3.(3D*).3s""","=""4D*""","=""3/2""",4,"=""""","=""139.113""","=""""","=""""","="""""
"=""2s.2p3.(3D*).3s""","=""4D*""","=""5/2""",6,"=""""","=""139.113""","=""""","=""""","="""""
"=""2s.2p3.(3D*).3s""","=""4D*""","=""7/2""",8,"=""""","=""139.113""","=""""","=""""","="""""
"=""2s2.2p2.(1S).3d""","=""2D""","=""3/2""",4,"=""""","=""139.469""","=""""","=""""","="""""
"=""2s2.2p2.(1S).3d""","=""2D""","=""5/2""",6,"=""""","=""139.469""","=""""","=""""","="""""
"=""2s.2p3.(3D*).3s""","=""2D*""","=""3/2""",4,"=""""","=""142.686""","=""""","=""""","="""""
"=""2s.2p3.(3D*).3s""","=""2D*""","=""5/2""",6,"=""""","=""142.686""","=""""","=""""","="""""
"=""2s.2p3.(3P*).3s""","=""4P*""","=""1/2""",2,"=""""","=""145.385""","=""""","=""""","="""""
"=""2s.2p3.(3P*).3s""","=""4P*""","=""3/2""",4,"=""""","=""145.385""","=""""","=""""","="""""
"=""2s.2p3.(3P*).3s""","=""4P*""","=""5/2""",6,"=""""","=""145.385""","=""""","=""""","="""""
"=""2s.2p3.(5S*).3d""","=""4D*""","=""1/2""",2,"=""""","=""145.731""","=""""","=""""","="""""
"=""2s.2p3.(5S*).3d""","=""4D*""","=""3/2""",4,"=""""","=""145.731""","=""""","=""""","="""""
"=""2s.2p3.(5S*).3d""","=""4D*""","=""5/2""",6,"=""""","=""145.731""","=""""","=""""","="""""
"=""2s.2p3.(5S*).3d""","=""4D*""","=""7/2""",8,"=""""","=""145.731""","=""""","=""""","="""""
"=""2s.2p3.(3P*).3s""","=""2P*""","=""1/2""",2,"=""""","=""147.830""","=""""","=""""","="""""
"=""2s.2p3.(3P*).3s""","=""2P*""","=""3/2""",4,"=""""","=""147.861""","=""""","=""""","="""""
"=""2s2.2p2.(3P).4s""","=""4P""","=""1/2""",2,"=""""","=""""","=""""","=""""","="""""
"=""2s2.2p2.(3P).4s""","=""4P""","=""3/2""",4,"=""""","=""""","=""""","=""""","="""""
"=""2s2.2p2.(3P).4s""","=""4P""","=""5/2""",6,"=""""","=""148.377""","=""?""","=""""","="""""
"=""2s2.2p2.(3P).4s""","=""2P""","=""1/2""",2,"=""""","=""""","=""""","=""""","="""""
"=""2s2.2p2.(3P).4s""","=""2P""","=""3/2""",4,"=""""","=""148.715""","=""""","=""""","="""""
"=""2s.2p3.(3D*).3p""","=""2F""","=""7/2""",8,"=""""","=""151.667""","=""?""","=""""","="""""
"=""2s.2p3.(3D*).3p""","=""2F""","=""5/2""",6,"=""""","=""151.747""","=""?""","=""""","="""""
"=""2s2.2p2.(1D).4s""","=""2D""","=""3/2""",4,"=""""","=""153.206""","=""""","=""""","="""""
"=""2s2.2p2.(1D).4s""","=""2D""","=""5/2""",6,"=""""","=""153.206""","=""""","=""""","="""""
"=""2s2.2p2.(3P).4d""","=""4D""","=""7/2""",8,"=""""","=""""","=""""","=""""","="""""
"=""2s2.2p2.(3P).4d""","=""4D""","=""5/2""",6,"=""""","=""154.835""","=""?""","=""""","="""""
"=""2s2.2p2.(3P).4d""","=""4D""","=""3/2""",4,"=""""","=""154.835""","=""?""","=""""","="""""
"=""2s2.2p2.(3P).4d""","=""4D""","=""1/2""",2,"=""""","=""154.918""","=""?""","=""""","="""""
"=""2s2.2p2.(3P).4d""","=""4P""","=""5/2""",6,"=""""","=""155.258""","=""""","=""""","="""""
"=""2s2.2p2.(3P).4d""","=""4P""","=""3/2""",4,"=""""","=""155.310""","=""""","=""""","="""""
"=""2s2.2p2.(3P).4d""","=""4P""","=""1/2""",2,"=""""","=""155.336""","=""""","=""""","="""""
"=""2s2.2p2.(3P).4d""","=""2F""","=""5/2""",6,"=""""","=""155.315""","=""?""","=""""","="""""
"=""2s2.2p2.(3P).4d""","=""2F""","=""7/2""",8,"=""""","=""155.520""","=""?""","=""""","="""""
"=""2s2.2p2.(3P).4d""","=""2D""","=""5/2""",6,"=""""","=""156.019""","=""?""","=""""","="""""
"=""2s.2p3.(3D*).3d""","=""4P*""","=""5/2""",6,"=""""","=""158.951""","=""""","=""""","="""""
"=""2s.2p3.(3D*).3d""","=""4P*""","=""3/2""",4,"=""""","=""158.997""","=""""","=""""","="""""
